,season,team,strength,TOI,goals,goals_against
99,2019,New Jersey Devils,"(5, 5)",199913,131,163
100,2019,New Jersey Devils,"(5, 4)",22164,39,10
101,2019,New Jersey Devils,"(4, 5)",21072,9,37
102,2019,New Jersey Devils,"(4, 4)",4297,2,7
103,2019,New Jersey Devils,"(3, 3)",3731,1,5
104,2019,New Jersey Devils,"(4, 3)",171,1,0
105,2019,New Jersey Devils,"(3, 4)",234,0,0
106,2019,New Jersey Devils,"(5, 3)",518,2,0
107,2019,New Jersey Devils,"(3, 5)",182,0,2
108,2019,Ottawa Senators,"(5, 5)",209699,140,168
109,2019,Ottawa Senators,"(5, 4)",20363,25,6
110,2019,Ottawa Senators,"(4, 5)",21402,15,50
111,2019,Ottawa Senators,"(4, 4)",3293,2,2
112,2019,Ottawa Senators,"(3, 3)",3195,4,6
113,2019,Ottawa Senators,"(4, 3)",444,2,0
114,2019,Ottawa Senators,"(3, 4)",183,0,2
115,2019,Ottawa Senators,"(5, 3)",456,2,0
116,2019,Ottawa Senators,"(3, 5)",339,0,2
117,2019,Florida Panthers,"(5, 5)",218693,179,179
118,2019,Florida Panthers,"(5, 4)",21633,48,5
119,2019,Florida Panthers,"(4, 5)",19223,3,43
120,2019,Florida Panthers,"(4, 4)",2784,1,5
121,2019,Florida Panthers,"(3, 3)",2646,2,4
122,2019,Florida Panthers,"(4, 3)",80,1,0
123,2019,Florida Panthers,"(3, 4)",170,0,1
124,2019,Florida Panthers,"(5, 3)",146,0,0
125,2019,Florida Panthers,"(3, 5)",138,0,0
126,2019,Washington Capitals,"(5, 5)",221387,186,174
127,2019,Washington Capitals,"(5, 4)",23561,42,10
128,2019,Washington Capitals,"(4, 5)",26533,6,41
129,2019,Washington Capitals,"(4, 4)",4469,6,2
130,2019,Washington Capitals,"(3, 3)",2970,4,5
131,2019,Washington Capitals,"(4, 3)",729,1,0
132,2019,Washington Capitals,"(3, 4)",430,0,0
133,2019,Washington Capitals,"(5, 3)",387,4,0
134,2019,Washington Capitals,"(3, 5)",783,0,3
135,2019,New York Rangers,"(5, 5)",211139,165,165
136,2019,New York Rangers,"(5, 4)",23334,51,6
137,2019,New York Rangers,"(4, 5)",23602,9,50
138,2019,New York Rangers,"(4, 4)",3623,5,2
139,2019,New York Rangers,"(3, 3)",1523,5,3
140,2019,New York Rangers,"(4, 3)",39,0,0
141,2019,New York Rangers,"(3, 4)",237,0,0
142,2019,New York Rangers,"(5, 3)",477,2,1
143,2019,New York Rangers,"(3, 5)",349,0,4
144,2019,Dallas Stars,"(5, 5)",284681,176,178
145,2019,Dallas Stars,"(5, 4)",27249,59,6
146,2019,Dallas Stars,"(4, 5)",30517,7,61
147,2019,Dallas Stars,"(4, 4)",5720,1,3
148,2019,Dallas Stars,"(3, 3)",2967,8,4
149,2019,Dallas Stars,"(4, 3)",454,1,0
150,2019,Dallas Stars,"(3, 4)",232,0,1
151,2019,Dallas Stars,"(5, 3)",248,1,0
152,2019,Dallas Stars,"(3, 5)",736,0,2
153,2019,Colorado Avalanche,"(5, 5)",246523,221,161
154,2019,Colorado Avalanche,"(5, 4)",29196,57,5
155,2019,Colorado Avalanche,"(4, 5)",24648,8,49
156,2019,Colorado Avalanche,"(4, 4)",4558,2,4
157,2019,Colorado Avalanche,"(3, 3)",2375,4,7
158,2019,Colorado Avalanche,"(4, 3)",251,0,1
159,2019,Colorado Avalanche,"(3, 4)",433,0,0
160,2019,Colorado Avalanche,"(5, 3)",826,4,0
161,2019,Colorado Avalanche,"(3, 5)",296,0,2
162,2019,Montréal Canadiens,"(5, 5)",241464,175,172
163,2019,Montréal Canadiens,"(5, 4)",21840,34,5
164,2019,Montréal Canadiens,"(4, 5)",24932,7,49
165,2019,Montréal Canadiens,"(4, 4)",3332,3,3
166,2019,Montréal Canadiens,"(3, 3)",2520,8,6
167,2019,Montréal Canadiens,"(4, 3)",240,0,0
168,2019,Montréal Canadiens,"(3, 4)",499,0,2
169,2019,Montréal Canadiens,"(5, 3)",262,3,0
170,2019,Montréal Canadiens,"(3, 5)",343,0,1
171,2019,Carolina Hurricanes,"(5, 5)",220399,169,153
172,2019,Carolina Hurricanes,"(5, 4)",22432,47,6
173,2019,Carolina Hurricanes,"(4, 5)",27589,12,42
174,2019,Carolina Hurricanes,"(4, 4)",3590,3,2
175,2019,Carolina Hurricanes,"(3, 3)",2612,5,5
176,2019,Carolina Hurricanes,"(4, 3)",279,2,0
177,2019,Carolina Hurricanes,"(3, 4)",317,0,1
178,2019,Carolina Hurricanes,"(5, 3)",203,1,0
179,2019,Carolina Hurricanes,"(3, 5)",395,0,2
180,2019,Detroit Red Wings,"(5, 5)",208980,104,189
181,2019,Detroit Red Wings,"(5, 4)",21470,29,13
182,2019,Detroit Red Wings,"(4, 5)",21690,4,55
183,2019,Detroit Red Wings,"(4, 4)",2751,1,3
184,2019,Detroit Red Wings,"(3, 3)",1264,1,2
185,2019,Detroit Red Wings,"(4, 3)",223,1,0
186,2019,Detroit Red Wings,"(3, 4)",421,0,1
187,2019,Detroit Red Wings,"(5, 3)",386,2,0
188,2019,Detroit Red Wings,"(3, 5)",243,0,2
189,2019,Anaheim Ducks,"(5, 5)",213043,142,163
190,2019,Anaheim Ducks,"(5, 4)",18859,25,5
191,2019,Anaheim Ducks,"(4, 5)",19816,10,42
192,2019,Anaheim Ducks,"(4, 4)",3354,0,1
193,2019,Anaheim Ducks,"(3, 3)",2980,3,6
194,2019,Anaheim Ducks,"(4, 3)",236,1,0
195,2019,Anaheim Ducks,"(3, 4)",360,0,3
196,2019,Anaheim Ducks,"(5, 3)",170,1,0
197,2019,Anaheim Ducks,"(3, 5)",443,0,4
198,2019,Los Angeles Kings,"(5, 5)",212383,131,159
199,2019,Los Angeles Kings,"(5, 4)",18561,31,1
200,2019,Los Angeles Kings,"(4, 5)",18544,5,42
201,2019,Los Angeles Kings,"(4, 4)",2417,1,3
202,2019,Los Angeles Kings,"(3, 3)",1635,6,2
203,2019,Los Angeles Kings,"(4, 3)",329,1,0
204,2019,Los Angeles Kings,"(3, 4)",73,0,0
205,2019,Los Angeles Kings,"(5, 3)",300,1,0
206,2019,Los Angeles Kings,"(3, 5)",168,0,1
207,2019,Calgary Flames,"(5, 5)",240822,167,180
208,2019,Calgary Flames,"(5, 4)",21726,50,10
209,2019,Calgary Flames,"(4, 5)",22415,9,38
210,2019,Calgary Flames,"(4, 4)",3239,4,4
211,2019,Calgary Flames,"(3, 3)",3482,5,4
212,2019,Calgary Flames,"(4, 3)",173,0,0
213,2019,Calgary Flames,"(3, 4)",433,0,3
214,2019,Calgary Flames,"(5, 3)",313,0,0
215,2019,Calgary Flames,"(3, 5)",477,1,1
216,2019,Pittsburgh Penguins,"(5, 5)",217313,168,159
217,2019,Pittsburgh Penguins,"(5, 4)",21681,40,5
218,2019,Pittsburgh Penguins,"(4, 5)",19506,5,31
219,2019,Pittsburgh Penguins,"(4, 4)",3934,5,3
220,2019,Pittsburgh Penguins,"(3, 3)",2970,5,5
221,2019,Pittsburgh Penguins,"(4, 3)",219,2,0
222,2019,Pittsburgh Penguins,"(3, 4)",197,1,1
223,2019,Pittsburgh Penguins,"(5, 3)",561,3,0
224,2019,Pittsburgh Penguins,"(3, 5)",499,0,2
225,2019,Winnipeg Jets,"(5, 5)",227379,161,164
226,2019,Winnipeg Jets,"(5, 4)",21069,43,4
227,2019,Winnipeg Jets,"(4, 5)",17810,6,40
228,2019,Winnipeg Jets,"(4, 4)",2954,4,3
229,2019,Winnipeg Jets,"(3, 3)",2193,4,2
230,2019,Winnipeg Jets,"(4, 3)",136,1,0
231,2019,Winnipeg Jets,"(3, 4)",327,0,2
232,2019,Winnipeg Jets,"(5, 3)",363,0,0
233,2019,Winnipeg Jets,"(3, 5)",222,0,2
234,2019,Philadelphia Flyers,"(5, 5)",251887,196,171
235,2019,Philadelphia Flyers,"(5, 4)",26919,48,7
236,2019,Philadelphia Flyers,"(4, 5)",24978,8,47
237,2019,Philadelphia Flyers,"(4, 4)",4025,5,3
238,2019,Philadelphia Flyers,"(3, 3)",3636,5,2
239,2019,Philadelphia Flyers,"(4, 3)",458,0,0
240,2019,Philadelphia Flyers,"(3, 4)",237,0,0
241,2019,Philadelphia Flyers,"(5, 3)",263,2,0
242,2019,Philadelphia Flyers,"(3, 5)",535,0,1
243,2019,Buffalo Sabres,"(5, 5)",208546,144,148
244,2019,Buffalo Sabres,"(5, 4)",19804,37,11
245,2019,Buffalo Sabres,"(4, 5)",17559,5,46
246,2019,Buffalo Sabres,"(4, 4)",2266,2,4
247,2019,Buffalo Sabres,"(3, 3)",2340,4,5
248,2019,Buffalo Sabres,"(4, 3)",205,0,0
249,2019,Buffalo Sabres,"(3, 4)",72,0,1
250,2019,Buffalo Sabres,"(5, 3)",80,0,0
251,2019,Buffalo Sabres,"(3, 5)",196,0,0
252,2019,St. Louis Blues,"(5, 5)",239519,179,156
253,2019,St. Louis Blues,"(5, 4)",21850,51,8
254,2019,St. Louis Blues,"(4, 5)",23401,5,47
255,2019,St. Louis Blues,"(4, 4)",3367,2,1
256,2019,St. Louis Blues,"(3, 3)",3193,5,5
257,2019,St. Louis Blues,"(4, 3)",240,2,0
258,2019,St. Louis Blues,"(3, 4)",568,0,2
259,2019,St. Louis Blues,"(5, 3)",598,1,0
260,2019,St. Louis Blues,"(3, 5)",461,0,2
261,2019,Minnesota Wild,"(5, 5)",213826,171,165
262,2019,Minnesota Wild,"(5, 4)",22789,45,6
263,2019,Minnesota Wild,"(4, 5)",20600,4,47
264,2019,Minnesota Wild,"(4, 4)",4933,3,3
265,2019,Minnesota Wild,"(3, 3)",1855,1,4
266,2019,Minnesota Wild,"(4, 3)",551,3,0
267,2019,Minnesota Wild,"(3, 4)",182,0,1
268,2019,Minnesota Wild,"(5, 3)",92,1,0
269,2019,Minnesota Wild,"(3, 5)",410,0,3
270,2019,New York Islanders,"(5, 5)",277140,195,180
271,2019,New York Islanders,"(5, 4)",24701,38,5
272,2019,New York Islanders,"(4, 5)",23111,7,43
273,2019,New York Islanders,"(4, 4)",4153,3,4
274,2019,New York Islanders,"(3, 3)",3868,7,5
275,2019,New York Islanders,"(4, 3)",182,1,0
276,2019,New York Islanders,"(3, 4)",144,0,2
277,2019,New York Islanders,"(5, 3)",298,1,0
278,2019,New York Islanders,"(3, 5)",382,0,1
279,2019,Edmonton Oilers,"(5, 5)",224608,163,180
280,2019,Edmonton Oilers,"(5, 4)",20024,62,10
281,2019,Edmonton Oilers,"(4, 5)",21492,3,31
282,2019,Edmonton Oilers,"(4, 4)",2894,4,1
283,2019,Edmonton Oilers,"(3, 3)",2321,3,5
284,2019,Edmonton Oilers,"(4, 3)",213,2,0
285,2019,Edmonton Oilers,"(3, 4)",95,0,1
286,2019,Edmonton Oilers,"(5, 3)",245,0,0
287,2019,Edmonton Oilers,"(3, 5)",517,0,2
