,season,team,strength,TOI,goals,goals_against
67,2016,Chicago Blackhawks,"(3, 3)",2479,6,6
68,2016,Chicago Blackhawks,"(4, 3)",644,2,0
69,2016,Chicago Blackhawks,"(3, 4)",388,0,2
70,2016,Chicago Blackhawks,"(5, 3)",227,0,0
71,2016,Chicago Blackhawks,"(3, 5)",410,0,3
72,2016,Seattle Kraken,"(5, 5)",0,0,0
73,2016,Seattle Kraken,"(5, 4)",0,0,0
74,2016,Seattle Kraken,"(4, 5)",0,0,0
75,2016,Seattle Kraken,"(4, 4)",0,0,0
76,2016,Seattle Kraken,"(3, 3)",0,0,0
77,2016,Seattle Kraken,"(4, 3)",0,0,0
78,2016,Seattle Kraken,"(3, 4)",0,0,0
79,2016,Seattle Kraken,"(5, 3)",0,0,0
80,2016,Seattle Kraken,"(3, 5)",0,0,0
81,2016,Vancouver Canucks,"(5, 5)",247522,136,175
82,2016,Vancouver Canucks,"(5, 4)",23723,29,5
83,2016,Vancouver Canucks,"(4, 5)",21676,2,50
84,2016,Vancouver Canucks,"(4, 4)",1666,1,3
85,2016,Vancouver Canucks,"(3, 3)",3059,5,5
86,2016,Vancouver Canucks,"(4, 3)",247,1,1
87,2016,Vancouver Canucks,"(3, 4)",330,0,1
88,2016,Vancouver Canucks,"(5, 3)",271,2,0
89,2016,Vancouver Canucks,"(3, 5)",279,0,1
90,2016,Arizona Coyotes,"(5, 5)",242632,137,180
91,2016,Arizona Coyotes,"(5, 4)",22673,34,7
92,2016,Arizona Coyotes,"(4, 5)",24137,8,57
93,2016,Arizona Coyotes,"(4, 4)",4532,5,4
94,2016,Arizona Coyotes,"(3, 3)",3179,3,6
95,2016,Arizona Coyotes,"(4, 3)",309,0,0
96,2016,Arizona Coyotes,"(3, 4)",739,0,1
97,2016,Arizona Coyotes,"(5, 3)",524,4,0
98,2016,Arizona Coyotes,"(3, 5)",422,0,1
99,2016,New Jersey Devils,"(5, 5)",239813,121,165
100,2016,New Jersey Devils,"(5, 4)",24741,43,11
101,2016,New Jersey Devils,"(4, 5)",24841,6,46
102,2016,New Jersey Devils,"(4, 4)",4325,1,3
103,2016,New Jersey Devils,"(3, 3)",3742,8,7
104,2016,New Jersey Devils,"(4, 3)",154,0,0
105,2016,New Jersey Devils,"(3, 4)",356,0,4
106,2016,New Jersey Devils,"(5, 3)",466,1,0
107,2016,New Jersey Devils,"(3, 5)",818,0,3
108,2016,Ottawa Senators,"(5, 5)",301384,188,180
109,2016,Ottawa Senators,"(5, 4)",29796,46,6
110,2016,Ottawa Senators,"(4, 5)",29359,7,59
111,2016,Ottawa Senators,"(4, 4)",7923,4,4
112,2016,Ottawa Senators,"(3, 3)",4218,3,6
113,2016,Ottawa Senators,"(4, 3)",335,1,0
114,2016,Ottawa Senators,"(3, 4)",175,0,1
115,2016,Ottawa Senators,"(5, 3)",733,3,0
116,2016,Ottawa Senators,"(3, 5)",355,0,1
117,2016,Florida Panthers,"(5, 5)",237847,141,174
118,2016,Florida Panthers,"(5, 4)",26288,43,8
119,2016,Florida Panthers,"(4, 5)",24617,8,35
120,2016,Florida Panthers,"(4, 4)",5411,6,7
121,2016,Florida Panthers,"(3, 3)",4378,5,5
122,2016,Florida Panthers,"(4, 3)",536,1,0
123,2016,Florida Panthers,"(3, 4)",325,0,1
124,2016,Florida Panthers,"(5, 3)",501,1,0
125,2016,Florida Panthers,"(3, 5)",543,0,0
126,2016,Washington Capitals,"(5, 5)",279137,217,148
127,2016,Washington Capitals,"(5, 4)",27379,61,4
128,2016,Washington Capitals,"(4, 5)",31453,5,50
129,2016,Washington Capitals,"(4, 4)",6055,2,6
130,2016,Washington Capitals,"(3, 3)",2929,6,4
131,2016,Washington Capitals,"(4, 3)",287,3,0
132,2016,Washington Capitals,"(3, 4)",4,0,0
133,2016,Washington Capitals,"(5, 3)",393,3,0
134,2016,Washington Capitals,"(3, 5)",525,0,0
135,2016,New York Rangers,"(5, 5)",283813,215,186
136,2016,New York Rangers,"(5, 4)",26647,48,5
137,2016,New York Rangers,"(4, 5)",25562,12,47
138,2016,New York Rangers,"(4, 4)",5051,6,4
139,2016,New York Rangers,"(3, 3)",3095,4,1
140,2016,New York Rangers,"(4, 3)",301,1,0
141,2016,New York Rangers,"(3, 4)",291,0,1
142,2016,New York Rangers,"(5, 3)",464,1,0
143,2016,New York Rangers,"(3, 5)",168,0,1
144,2016,Dallas Stars,"(5, 5)",242897,164,169
145,2016,Dallas Stars,"(5, 4)",24684,42,11
146,2016,Dallas Stars,"(4, 5)",22768,5,58
147,2016,Dallas Stars,"(4, 4)",3903,3,6
148,2016,Dallas Stars,"(3, 3)",1934,4,9
149,2016,Dallas Stars,"(4, 3)",165,2,0
150,2016,Dallas Stars,"(3, 4)",153,0,0
151,2016,Dallas Stars,"(5, 3)",446,2,0
152,2016,Dallas Stars,"(3, 5)",657,0,7
153,2016,Colorado Avalanche,"(5, 5)",241162,122,208
154,2016,Colorado Avalanche,"(5, 4)",23846,27,2
155,2016,Colorado Avalanche,"(4, 5)",25938,5,59
156,2016,Colorado Avalanche,"(4, 4)",3142,2,0
157,2016,Colorado Avalanche,"(3, 3)",1755,6,2
158,2016,Colorado Avalanche,"(4, 3)",252,1,0
159,2016,Colorado Avalanche,"(3, 4)",100,0,0
160,2016,Colorado Avalanche,"(5, 3)",536,2,0
161,2016,Colorado Avalanche,"(3, 5)",496,0,5
162,2016,Montréal Canadiens,"(5, 5)",264674,171,149
163,2016,Montréal Canadiens,"(5, 4)",24339,44,7
164,2016,Montréal Canadiens,"(4, 5)",24605,5,45
165,2016,Montréal Canadiens,"(4, 4)",4059,1,2
166,2016,Montréal Canadiens,"(3, 3)",3598,9,6
167,2016,Montréal Canadiens,"(4, 3)",472,3,0
168,2016,Montréal Canadiens,"(3, 4)",400,0,1
169,2016,Montréal Canadiens,"(5, 3)",121,1,0
170,2016,Montréal Canadiens,"(3, 5)",550,0,2
171,2016,Carolina Hurricanes,"(5, 5)",248798,155,182
172,2016,Carolina Hurricanes,"(5, 4)",22774,39,6
173,2016,Carolina Hurricanes,"(4, 5)",19814,10,30
174,2016,Carolina Hurricanes,"(4, 4)",3379,0,1
175,2016,Carolina Hurricanes,"(3, 3)",3447,5,9
176,2016,Carolina Hurricanes,"(4, 3)",256,0,0
177,2016,Carolina Hurricanes,"(3, 4)",545,0,0
178,2016,Carolina Hurricanes,"(5, 3)",199,2,0
179,2016,Carolina Hurricanes,"(3, 5)",372,0,2
180,2016,Detroit Red Wings,"(5, 5)",242491,151,175
181,2016,Detroit Red Wings,"(5, 4)",24415,33,9
182,2016,Detroit Red Wings,"(4, 5)",22813,3,39
183,2016,Detroit Red Wings,"(4, 4)",4684,1,4
184,2016,Detroit Red Wings,"(3, 3)",5003,5,11
185,2016,Detroit Red Wings,"(4, 3)",565,2,0
186,2016,Detroit Red Wings,"(3, 4)",229,0,3
187,2016,Detroit Red Wings,"(5, 3)",616,3,0
188,2016,Detroit Red Wings,"(3, 5)",298,0,3
189,2016,Anaheim Ducks,"(5, 5)",288821,197,168
190,2016,Anaheim Ducks,"(5, 4)",29679,52,8
191,2016,Anaheim Ducks,"(4, 5)",34117,9,51
192,2016,Anaheim Ducks,"(4, 4)",5457,7,7
193,2016,Anaheim Ducks,"(3, 3)",3049,2,8
194,2016,Anaheim Ducks,"(4, 3)",259,1,0
195,2016,Anaheim Ducks,"(3, 4)",174,0,1
196,2016,Anaheim Ducks,"(5, 3)",401,1,0
197,2016,Anaheim Ducks,"(3, 5)",971,0,6
198,2016,Los Angeles Kings,"(5, 5)",241976,135,150
199,2016,Los Angeles Kings,"(5, 4)",23968,45,3
200,2016,Los Angeles Kings,"(4, 5)",25103,5,37
201,2016,Los Angeles Kings,"(4, 4)",3903,3,6
202,2016,Los Angeles Kings,"(3, 3)",2497,10,4
203,2016,Los Angeles Kings,"(4, 3)",560,1,0
204,2016,Los Angeles Kings,"(3, 4)",252,0,0
205,2016,Los Angeles Kings,"(5, 3)",148,0,0
206,2016,Los Angeles Kings,"(3, 5)",302,0,1
207,2016,Calgary Flames,"(5, 5)",248800,152,166
208,2016,Calgary Flames,"(5, 4)",26490,55,5
209,2016,Calgary Flames,"(4, 5)",28530,9,51
210,2016,Calgary Flames,"(4, 4)",4329,3,5
211,2016,Calgary Flames,"(3, 3)",2446,9,2
212,2016,Calgary Flames,"(4, 3)",429,0,0
213,2016,Calgary Flames,"(3, 4)",607,0,0
214,2016,Calgary Flames,"(5, 3)",510,3,0
215,2016,Calgary Flames,"(3, 5)",785,0,3
216,2016,Pittsburgh Penguins,"(5, 5)",313117,254,204
217,2016,Pittsburgh Penguins,"(5, 4)",31672,69,7
218,2016,Pittsburgh Penguins,"(4, 5)",30661,7,58
219,2016,Pittsburgh Penguins,"(4, 4)",7027,10,5
220,2016,Pittsburgh Penguins,"(3, 3)",3393,4,5
221,2016,Pittsburgh Penguins,"(4, 3)",608,2,0
222,2016,Pittsburgh Penguins,"(3, 4)",593,0,1
223,2016,Pittsburgh Penguins,"(5, 3)",606,5,0
224,2016,Pittsburgh Penguins,"(3, 5)",904,0,5
225,2016,Winnipeg Jets,"(5, 5)",238420,173,180
226,2016,Winnipeg Jets,"(5, 4)",25376,44,8
227,2016,Winnipeg Jets,"(4, 5)",25468,10,54
228,2016,Winnipeg Jets,"(4, 4)",4634,10,0
229,2016,Winnipeg Jets,"(3, 3)",2188,4,4
230,2016,Winnipeg Jets,"(4, 3)",183,0,0
231,2016,Winnipeg Jets,"(3, 4)",367,0,3
232,2016,Winnipeg Jets,"(5, 3)",699,4,0
233,2016,Winnipeg Jets,"(3, 5)",555,0,5
234,2016,Philadelphia Flyers,"(5, 5)",238555,143,166
235,2016,Philadelphia Flyers,"(5, 4)",27173,52,9
236,2016,Philadelphia Flyers,"(4, 5)",24473,4,44
237,2016,Philadelphia Flyers,"(4, 4)",4177,3,2
238,2016,Philadelphia Flyers,"(3, 3)",4899,7,4
239,2016,Philadelphia Flyers,"(4, 3)",236,1,0
240,2016,Philadelphia Flyers,"(3, 4)",116,0,1
241,2016,Philadelphia Flyers,"(5, 3)",490,1,0
242,2016,Philadelphia Flyers,"(3, 5)",343,0,5
243,2016,Buffalo Sabres,"(5, 5)",245943,133,165
244,2016,Buffalo Sabres,"(5, 4)",22152,53,4
245,2016,Buffalo Sabres,"(4, 5)",23379,3,51
246,2016,Buffalo Sabres,"(4, 4)",2697,2,4
247,2016,Buffalo Sabres,"(3, 3)",3158,4,5
248,2016,Buffalo Sabres,"(4, 3)",420,2,0
249,2016,Buffalo Sabres,"(3, 4)",461,0,0
250,2016,Buffalo Sabres,"(5, 3)",420,2,0
251,2016,Buffalo Sabres,"(3, 5)",461,0,2
252,2016,St. Louis Blues,"(5, 5)",274018,192,174
253,2016,St. Louis Blues,"(5, 4)",26737,49,5
254,2016,St. Louis Blues,"(4, 5)",28675,3,41
255,2016,St. Louis Blues,"(4, 4)",5279,2,9
256,2016,St. Louis Blues,"(3, 3)",2407,6,4
257,2016,St. Louis Blues,"(4, 3)",127,0,0
258,2016,St. Louis Blues,"(3, 4)",595,0,1
259,2016,St. Louis Blues,"(5, 3)",424,3,0
260,2016,St. Louis Blues,"(3, 5)",867,0,5
261,2016,Minnesota Wild,"(5, 5)",263289,211,166
262,2016,Minnesota Wild,"(5, 4)",24675,48,3
263,2016,Minnesota Wild,"(4, 5)",22549,5,36
264,2016,Minnesota Wild,"(4, 4)",3945,1,5
265,2016,Minnesota Wild,"(3, 3)",2240,4,5
266,2016,Minnesota Wild,"(4, 3)",194,0,0
267,2016,Minnesota Wild,"(3, 4)",331,0,1
268,2016,Minnesota Wild,"(5, 3)",258,2,0
269,2016,Minnesota Wild,"(3, 5)",212,0,1
270,2016,New York Islanders,"(5, 5)",245982,188,182
271,2016,New York Islanders,"(5, 4)",22230,33,7
272,2016,New York Islanders,"(4, 5)",22994,5,39
273,2016,New York Islanders,"(4, 4)",2930,4,1
274,2016,New York Islanders,"(3, 3)",2952,6,6
275,2016,New York Islanders,"(4, 3)",106,0,0
276,2016,New York Islanders,"(3, 4)",448,0,2
277,2016,New York Islanders,"(5, 3)",930,2,0
278,2016,New York Islanders,"(3, 5)",145,0,0
279,2016,Edmonton Oilers,"(5, 5)",285099,200,179
280,2016,Edmonton Oilers,"(5, 4)",27385,58,5
281,2016,Edmonton Oilers,"(4, 5)",26972,6,46
282,2016,Edmonton Oilers,"(4, 4)",4117,3,4
283,2016,Edmonton Oilers,"(3, 3)",3424,4,3
284,2016,Edmonton Oilers,"(4, 3)",429,1,0
285,2016,Edmonton Oilers,"(3, 4)",595,0,1
286,2016,Edmonton Oilers,"(5, 3)",745,6,0
287,2016,Edmonton Oilers,"(3, 5)",458,0,3
