,season,team,strength,TOI,goals,goals_against
34,2021,Vegas Golden Knights,"(5, 3)",300,2,0
35,2021,Vegas Golden Knights,"(3, 5)",342,0,0
36,2021,Boston Bruins,"(5, 5)",259723,197,178
37,2021,Boston Bruins,"(5, 4)",24679,47,6
38,2021,Boston Bruins,"(4, 5)",27931,6,49
39,2021,Boston Bruins,"(4, 4)",6063,5,2
40,2021,Boston Bruins,"(3, 3)",2270,9,2
41,2021,Boston Bruins,"(4, 3)",230,1,0
42,2021,Boston Bruins,"(3, 4)",457,0,1
43,2021,Boston Bruins,"(5, 3)",744,6,0
44,2021,Boston Bruins,"(3, 5)",680,0,4
45,2021,Columbus Blue Jackets,"(5, 5)",245423,198,236
46,2021,Columbus Blue Jackets,"(5, 4)",22111,39,5
47,2021,Columbus Blue Jackets,"(4, 5)",22718,7,43
48,2021,Columbus Blue Jackets,"(4, 4)",3846,5,2
49,2021,Columbus Blue Jackets,"(3, 3)",2897,7,4
50,2021,Columbus Blue Jackets,"(4, 3)",447,0,1
51,2021,Columbus Blue Jackets,"(3, 4)",352,0,2
52,2021,Columbus Blue Jackets,"(5, 3)",89,2,0
53,2021,Columbus Blue Jackets,"(3, 5)",432,0,4
54,2021,Toronto Maple Leafs,"(5, 5)",266181,241,210
55,2021,Toronto Maple Leafs,"(5, 4)",23141,63,5
56,2021,Toronto Maple Leafs,"(4, 5)",25410,14,46
57,2021,Toronto Maple Leafs,"(4, 4)",5358,8,5
58,2021,Toronto Maple Leafs,"(3, 3)",2642,5,6
59,2021,Toronto Maple Leafs,"(4, 3)",179,1,0
60,2021,Toronto Maple Leafs,"(3, 4)",200,1,0
61,2021,Toronto Maple Leafs,"(5, 3)",703,3,0
62,2021,Toronto Maple Leafs,"(3, 5)",580,0,3
63,2021,Chicago Blackhawks,"(5, 5)",245308,157,217
64,2021,Chicago Blackhawks,"(5, 4)",24622,43,6
65,2021,Chicago Blackhawks,"(4, 5)",21269,2,48
66,2021,Chicago Blackhawks,"(4, 4)",3328,2,5
67,2021,Chicago Blackhawks,"(3, 3)",4391,5,8
68,2021,Chicago Blackhawks,"(4, 3)",150,1,0
69,2021,Chicago Blackhawks,"(3, 4)",113,0,2
70,2021,Chicago Blackhawks,"(5, 3)",285,3,0
71,2021,Chicago Blackhawks,"(3, 5)",312,0,3
72,2021,Seattle Kraken,"(5, 5)",247994,170,215
73,2021,Seattle Kraken,"(5, 4)",21781,30,7
74,2021,Seattle Kraken,"(4, 5)",20751,8,50
75,2021,Seattle Kraken,"(4, 4)",3538,2,2
76,2021,Seattle Kraken,"(3, 3)",1679,1,4
77,2021,Seattle Kraken,"(4, 3)",153,0,0
78,2021,Seattle Kraken,"(3, 4)",113,0,3
79,2021,Seattle Kraken,"(5, 3)",660,2,0
80,2021,Seattle Kraken,"(3, 5)",320,0,2
81,2021,Vancouver Canucks,"(5, 5)",245100,172,159
82,2021,Vancouver Canucks,"(5, 4)",23604,56,6
83,2021,Vancouver Canucks,"(4, 5)",21859,5,51
84,2021,Vancouver Canucks,"(4, 4)",3633,5,2
85,2021,Vancouver Canucks,"(3, 3)",3781,5,7
86,2021,Vancouver Canucks,"(4, 3)",60,0,0
87,2021,Vancouver Canucks,"(3, 4)",135,0,1
88,2021,Vancouver Canucks,"(5, 3)",299,2,0
89,2021,Vancouver Canucks,"(3, 5)",560,0,5
90,2021,Arizona Coyotes,"(5, 5)",245742,170,234
91,2021,Arizona Coyotes,"(5, 4)",20049,24,4
92,2021,Arizona Coyotes,"(4, 5)",24303,3,61
93,2021,Arizona Coyotes,"(4, 4)",4373,1,5
94,2021,Arizona Coyotes,"(3, 3)",2475,5,3
95,2021,Arizona Coyotes,"(4, 3)",181,1,0
96,2021,Arizona Coyotes,"(3, 4)",363,0,0
97,2021,Arizona Coyotes,"(5, 3)",438,2,0
98,2021,Arizona Coyotes,"(3, 5)",242,0,2
99,2021,New Jersey Devils,"(5, 5)",248000,197,237
100,2021,New Jersey Devils,"(5, 4)",22259,34,14
101,2021,New Jersey Devils,"(4, 5)",20186,6,39
102,2021,New Jersey Devils,"(4, 4)",4121,2,5
103,2021,New Jersey Devils,"(3, 3)",3319,5,4
104,2021,New Jersey Devils,"(4, 3)",108,0,0
105,2021,New Jersey Devils,"(3, 4)",141,0,0
106,2021,New Jersey Devils,"(5, 3)",256,0,0
107,2021,New Jersey Devils,"(3, 5)",322,0,3
108,2021,Ottawa Senators,"(5, 5)",242788,161,198
109,2021,Ottawa Senators,"(5, 4)",22586,43,4
110,2021,Ottawa Senators,"(4, 5)",24240,9,48
111,2021,Ottawa Senators,"(4, 4)",4214,4,8
112,2021,Ottawa Senators,"(3, 3)",2578,3,5
113,2021,Ottawa Senators,"(4, 3)",407,1,0
114,2021,Ottawa Senators,"(3, 4)",61,0,0
115,2021,Ottawa Senators,"(5, 3)",566,3,0
116,2021,Ottawa Senators,"(3, 5)",582,0,1
117,2021,Florida Panthers,"(5, 5)",269089,268,195
118,2021,Florida Panthers,"(5, 4)",27664,62,8
119,2021,Florida Panthers,"(4, 5)",28340,12,63
120,2021,Florida Panthers,"(4, 4)",5408,3,5
121,2021,Florida Panthers,"(3, 3)",3382,13,2
122,2021,Florida Panthers,"(4, 3)",403,0,0
123,2021,Florida Panthers,"(3, 4)",325,0,0
124,2021,Florida Panthers,"(5, 3)",312,2,0
125,2021,Florida Panthers,"(3, 5)",593,0,1
126,2021,Washington Capitals,"(5, 5)",260939,216,193
127,2021,Washington Capitals,"(5, 4)",26617,53,9
128,2021,Washington Capitals,"(4, 5)",23621,8,39
129,2021,Washington Capitals,"(4, 4)",4637,6,7
130,2021,Washington Capitals,"(3, 3)",3963,4,9
131,2021,Washington Capitals,"(4, 3)",406,0,0
132,2021,Washington Capitals,"(3, 4)",276,0,2
133,2021,Washington Capitals,"(5, 3)",639,2,0
134,2021,Washington Capitals,"(3, 5)",473,0,3
135,2021,New York Rangers,"(5, 5)",311362,220,201
136,2021,New York Rangers,"(5, 4)",24975,69,4
137,2021,New York Rangers,"(4, 5)",27532,10,49
138,2021,New York Rangers,"(4, 4)",5662,5,3
139,2021,New York Rangers,"(3, 3)",2636,4,3
140,2021,New York Rangers,"(4, 3)",305,2,0
141,2021,New York Rangers,"(3, 4)",270,0,0
142,2021,New York Rangers,"(5, 3)",331,2,0
143,2021,New York Rangers,"(3, 5)",408,0,2
144,2021,Dallas Stars,"(5, 5)",267335,175,197
145,2021,Dallas Stars,"(5, 4)",25309,49,5
146,2021,Dallas Stars,"(4, 5)",22770,7,45
147,2021,Dallas Stars,"(4, 4)",4935,2,3
148,2021,Dallas Stars,"(3, 3)",3786,8,4
149,2021,Dallas Stars,"(4, 3)",440,3,0
150,2021,Dallas Stars,"(3, 4)",390,0,0
151,2021,Dallas Stars,"(5, 3)",243,3,0
152,2021,Dallas Stars,"(3, 5)",346,0,3
153,2021,Colorado Avalanche,"(5, 5)",298419,287,216
154,2021,Colorado Avalanche,"(5, 4)",31076,78,5
155,2021,Colorado Avalanche,"(4, 5)",28264,8,52
156,2021,Colorado Avalanche,"(4, 4)",6192,5,3
157,2021,Colorado Avalanche,"(3, 3)",2183,4,3
158,2021,Colorado Avalanche,"(4, 3)",550,4,0
159,2021,Colorado Avalanche,"(3, 4)",378,0,3
160,2021,Colorado Avalanche,"(5, 3)",881,5,0
161,2021,Colorado Avalanche,"(3, 5)",609,0,4
162,2021,Montréal Canadiens,"(5, 5)",240591,170,223
163,2021,Montréal Canadiens,"(5, 4)",23664,32,12
164,2021,Montréal Canadiens,"(4, 5)",24879,6,66
165,2021,Montréal Canadiens,"(4, 4)",4616,3,6
166,2021,Montréal Canadiens,"(3, 3)",2746,3,9
167,2021,Montréal Canadiens,"(4, 3)",446,0,0
168,2021,Montréal Canadiens,"(3, 4)",365,0,0
169,2021,Montréal Canadiens,"(5, 3)",420,2,0
170,2021,Montréal Canadiens,"(3, 5)",606,0,0
171,2021,Carolina Hurricanes,"(5, 5)",279882,243,181
172,2021,Carolina Hurricanes,"(5, 4)",26294,55,4
173,2021,Carolina Hurricanes,"(4, 5)",31799,6,39
174,2021,Carolina Hurricanes,"(4, 4)",6015,2,7
175,2021,Carolina Hurricanes,"(3, 3)",2455,5,3
176,2021,Carolina Hurricanes,"(4, 3)",226,2,0
177,2021,Carolina Hurricanes,"(3, 4)",785,0,2
178,2021,Carolina Hurricanes,"(5, 3)",640,1,0
179,2021,Carolina Hurricanes,"(3, 5)",659,0,4
180,2021,Detroit Red Wings,"(5, 5)",246707,178,232
181,2021,Detroit Red Wings,"(5, 4)",21952,31,10
182,2021,Detroit Red Wings,"(4, 5)",21396,4,55
183,2021,Detroit Red Wings,"(4, 4)",3629,1,3
184,2021,Detroit Red Wings,"(3, 3)",3429,7,6
185,2021,Detroit Red Wings,"(4, 3)",200,2,0
186,2021,Detroit Red Wings,"(3, 4)",368,0,2
187,2021,Detroit Red Wings,"(5, 3)",876,4,0
188,2021,Detroit Red Wings,"(3, 5)",368,0,2
189,2021,Anaheim Ducks,"(5, 5)",246665,165,205
190,2021,Anaheim Ducks,"(5, 4)",21928,47,4
191,2021,Anaheim Ducks,"(4, 5)",21732,6,39
192,2021,Anaheim Ducks,"(4, 4)",4418,4,5
193,2021,Anaheim Ducks,"(3, 3)",4439,4,8
194,2021,Anaheim Ducks,"(4, 3)",59,0,0
195,2021,Anaheim Ducks,"(3, 4)",411,0,0
196,2021,Anaheim Ducks,"(5, 3)",140,1,0
197,2021,Anaheim Ducks,"(3, 5)",328,0,4
198,2021,Los Angeles Kings,"(5, 5)",264064,188,180
199,2021,Los Angeles Kings,"(5, 4)",27250,41,11
200,2021,Los Angeles Kings,"(4, 5)",24088,11,59
201,2021,Los Angeles Kings,"(4, 4)",4614,5,1
202,2021,Los Angeles Kings,"(3, 3)",3628,5,7
203,2021,Los Angeles Kings,"(4, 3)",563,1,0
204,2021,Los Angeles Kings,"(3, 4)",74,0,0
205,2021,Los Angeles Kings,"(5, 3)",314,1,0
206,2021,Los Angeles Kings,"(3, 5)",210,0,1
207,2021,Calgary Flames,"(5, 5)",276755,251,182
208,2021,Calgary Flames,"(5, 4)",26937,54,4
209,2021,Calgary Flames,"(4, 5)",29284,8,44
210,2021,Calgary Flames,"(4, 4)",5433,4,2
211,2021,Calgary Flames,"(3, 3)",2427,4,8
212,2021,Calgary Flames,"(4, 3)",288,1,0
213,2021,Calgary Flames,"(3, 4)",324,0,1
214,2021,Calgary Flames,"(5, 3)",466,3,0
215,2021,Calgary Flames,"(3, 5)",471,0,3
216,2021,Pittsburgh Penguins,"(5, 5)",270678,233,193
217,2021,Pittsburgh Penguins,"(5, 4)",24935,49,10
218,2021,Pittsburgh Penguins,"(4, 5)",21958,3,35
219,2021,Pittsburgh Penguins,"(4, 4)",4466,1,4
220,2021,Pittsburgh Penguins,"(3, 3)",3887,6,3
221,2021,Pittsburgh Penguins,"(4, 3)",252,1,0
222,2021,Pittsburgh Penguins,"(3, 4)",261,0,1
223,2021,Pittsburgh Penguins,"(5, 3)",887,5,0
224,2021,Pittsburgh Penguins,"(3, 5)",478,0,3
225,2021,Winnipeg Jets,"(5, 5)",244911,178,180
226,2021,Winnipeg Jets,"(5, 4)",23583,49,8
227,2021,Winnipeg Jets,"(4, 5)",21537,9,51
228,2021,Winnipeg Jets,"(4, 4)",4339,7,3
229,2021,Winnipeg Jets,"(3, 3)",2773,5,4
230,2021,Winnipeg Jets,"(4, 3)",304,0,0
231,2021,Winnipeg Jets,"(3, 4)",556,0,5
232,2021,Winnipeg Jets,"(5, 3)",431,2,0
233,2021,Winnipeg Jets,"(3, 5)",192,0,2
234,2021,Philadelphia Flyers,"(5, 5)",243519,166,217
235,2021,Philadelphia Flyers,"(5, 4)",24236,27,11
236,2021,Philadelphia Flyers,"(4, 5)",22506,6,53
237,2021,Philadelphia Flyers,"(4, 4)",3803,4,2
238,2021,Philadelphia Flyers,"(3, 3)",2674,4,7
239,2021,Philadelphia Flyers,"(4, 3)",455,1,0
240,2021,Philadelphia Flyers,"(3, 4)",24,0,0
241,2021,Philadelphia Flyers,"(5, 3)",522,2,0
242,2021,Philadelphia Flyers,"(3, 5)",385,0,4
243,2021,Buffalo Sabres,"(5, 5)",247897,171,220
244,2021,Buffalo Sabres,"(5, 4)",22471,47,6
245,2021,Buffalo Sabres,"(4, 5)",20972,6,47
246,2021,Buffalo Sabres,"(4, 4)",3301,1,3
247,2021,Buffalo Sabres,"(3, 3)",2963,4,8
248,2021,Buffalo Sabres,"(4, 3)",387,0,0
249,2021,Buffalo Sabres,"(3, 4)",153,0,0
250,2021,Buffalo Sabres,"(5, 3)",124,0,0
251,2021,Buffalo Sabres,"(3, 5)",202,0,2
252,2021,St. Louis Blues,"(5, 5)",281207,255,218
253,2021,St. Louis Blues,"(5, 4)",26369,73,5
254,2021,St. Louis Blues,"(4, 5)",24597,9,39
255,2021,St. Louis Blues,"(4, 4)",5756,5,4
256,2021,St. Louis Blues,"(3, 3)",2265,4,7
257,2021,St. Louis Blues,"(4, 3)",69,0,0
258,2021,St. Louis Blues,"(3, 4)",570,0,1
259,2021,St. Louis Blues,"(5, 3)",352,2,0
260,2021,St. Louis Blues,"(3, 5)",565,0,2
261,2021,Minnesota Wild,"(5, 5)",255538,252,191
262,2021,Minnesota Wild,"(5, 4)",26906,50,5
263,2021,Minnesota Wild,"(4, 5)",27858,2,67
264,2021,Minnesota Wild,"(4, 4)",5219,3,3
265,2021,Minnesota Wild,"(3, 3)",4161,7,3
266,2021,Minnesota Wild,"(4, 3)",292,4,0
267,2021,Minnesota Wild,"(3, 4)",330,0,1
268,2021,Minnesota Wild,"(5, 3)",697,3,0
269,2021,Minnesota Wild,"(3, 5)",397,0,1
270,2021,New York Islanders,"(5, 5)",248324,173,182
271,2021,New York Islanders,"(5, 4)",20406,44,6
272,2021,New York Islanders,"(4, 5)",21180,4,33
273,2021,New York Islanders,"(4, 4)",4657,4,4
274,2021,New York Islanders,"(3, 3)",2860,1,4
275,2021,New York Islanders,"(4, 3)",168,1,1
276,2021,New York Islanders,"(3, 4)",202,1,0
277,2021,New York Islanders,"(5, 3)",84,1,0
278,2021,New York Islanders,"(3, 5)",332,0,1
279,2021,Edmonton Oilers,"(5, 5)",290404,250,235
280,2021,Edmonton Oilers,"(5, 4)",26681,69,7
281,2021,Edmonton Oilers,"(4, 5)",29926,14,61
282,2021,Edmonton Oilers,"(4, 4)",5206,6,2
283,2021,Edmonton Oilers,"(3, 3)",3033,6,4
284,2021,Edmonton Oilers,"(4, 3)",212,0,0
285,2021,Edmonton Oilers,"(3, 4)",355,0,1
286,2021,Edmonton Oilers,"(5, 3)",401,5,0
287,2021,Edmonton Oilers,"(3, 5)",589,0,0
